pm2p5	temp	rh
36.6533224055148	276.408335394377	96.4851502083659
19.8452738396902	276.553037502595	92.169140980744
23.5446319832516	276.296749894826	95.2956555570034
21.1876936150478	277.843618973904	96.5366652430438
49.0206569528529	277.42522362477	96.6679455069852
37.5653596697599	278.550292923544	96.9360514206909
30.2117920827993	279.923071800428	96.9241459961888
16.3991708522563	280.67419270971	96.3109882234577
14.7922581622252	280.072658742668	96.9003810888872
21.443541703079	277.819615838654	97.0359667695723
33.4346126918157	276.887515241942	95.6565127459761
31.0088992629163	275.854764828673	95.2633283352478
34.6686351350805	273.918344643565	95.1947238533461
41.8687359954991	272.848599025301	96.255315394451
51.3249033710467	273.552094730556	96.1797525397752
47.0518658743529	276.348631101727	96.5245882333809
20.2467405479107	276.285005794958	90.8538044815454
21.9028262012186	275.813460354388	92.3522043298585
26.7432189233837	277.253790678231	93.7647652980067
38.2552264828399	274.999737441195	93.8211710837957
15.8288109750801	277.755208472855	92.55252341926
29.865382908338	277.131206848073	93.6119408258296
53.3772996972207	277.234474593544	94.1598441831821
57.0489766254798	275.927648614218	95.2252319138456
63.3679854848387	276.733445863137	96.3383060472317
71.3669127795393	277.82727602518	96.9141319691337
29.4281722936886	277.952027088411	96.4833264242801
30.5525787466598	277.079481245217	94.7506293353417
32.7906573180545	277.136594948714	94.5950110248828
27.8681894062002	276.888214038101	94.9947723305494
41.1097834381801	276.498553835259	97.1570787470269
30.4734937037798	277.064479705806	98.0550162571345
20.9173302484233	275.585183179151	94.2223996596847
17.0702158808467	274.038307226786	93.1645666907496
27.0355943346773	273.32241957623	93.0338118583967
18.4688568566239	275.366792257367	94.5632208084077
22.4623158007985	274.992636370911	96.1748395645583
22.7275547740493	275.814661041218	95.3816559709698
34.7511063980746	275.686394172427	95.1582259969764
33.4277016921488	274.935367273581	95.4731799856296
33.9180500370419	275.117464975163	94.3469787714974
43.8460090868186	274.778402026916	93.7873199903071
36.5343587326109	275.591520321182	91.3858878685217
20.115548539211	271.991680642835	88.2950251968957
33.159214164624	272.98005787404	89.1204076396247
47.6195511649688	273.930851736402	93.6269809015973
65.3775982298885	277.133388197642	94.3208354998358
67.2888545678435	277.199095456636	95.739952082686
40.7167197615172	276.672192026462	95.7724356019361
21.7065176637996	275.548926172778	94.0111303087835
39.7035789620433	275.010356922906	91.7453117194818
35.3985482561682	274.910126809649	90.130002889209
31.4485794385366	274.434895178915	94.4200323447667
22.2709124725665	274.690047754681	95.9045588793323
26.5887100103773	277.292073735678	95.6596272395377
16.4899210995515	272.496954764235	93.9609105066057
19.4149744875168	268.975480950251	88.0884174003115
26.1947420527399	266.97786875777	88.0737710737565
40.7907247250065	267.897319225888	89.0611865090228
49.4404030671953	269.68396307267	95.7062002566253
57.6014484829871	272.45428415848	97.5218989366275
44.7403190162947	273.4120992512	97.35466229994
32.2856885193702	274.629591607314	95.7960250068673
46.2727079424774	276.187169613636	96.6221863496871
41.8521025456535	277.129778385202	95.9250731566663
38.7711926079193	276.934913936216	97.3547224887287
30.1901785883145	277.724554030237	91.2977707323833
26.7075010227617	279.582407524233	92.229235646764
19.213718560009	279.797499359678	96.669213304492
16.80305468775	279.907636880826	97.1484883348334
15.6400238092148	280.404658714989	94.1888411818639
24.6742585484627	280.799408267769	92.910982208304
15.8956278905315	281.003554707797	89.9427920944616
16.843500561402	278.8462122364	95.601615030497
15.2621114273695	280.228237539448	93.8800500462029
16.1258141582574	279.06646955542	95.6265705768632
8.05181647462995	277.710546933153	97.919832795729
7.3496279446715	277.232859969243	95.0621529359593
20.2209038188399	277.297348297757	91.8386258672006
20.632430413544	276.248259508738	86.5187852806026
25.5790736502013	276.444455396529	87.1228757997311
37.1148739195245	278.973286942893	86.7619392943839
25.4558325752003	277.964458485934	90.3274058601966
24.8947047830345	279.075534799102	88.526767365974
45.2505684555153	280.24324411347	89.1244913003245
40.5174051745638	281.268984102206	89.2061789534094
37.0850200071014	281.757454644193	93.4373606770982
39.7756026323473	282.40682771443	96.7409794015669
23.357897668392	282.303653422657	96.4177504471402
10.7060174580465	280.090651956536	94.5376303069196
4.14123148500542	281.762640674002	84.6757876942437
11.0982701855528	281.644250688651	86.37366235037
15.848672994963	281.969162257231	93.0596294898398
15.3335874468038	280.892300809642	96.4169023444866
17.2609081787669	282.840908079005	93.5976416637165
32.7312644214987	283.283285384962	89.493999418483
37.6867592882575	284.786283203062	90.5467186529728
26.5998389624526	285.315178848698	89.9818187825897
18.1895680077096	283.030094542239	95.0013941400923
12.0958409740694	281.803298211835	96.2584093995286
11.4401272426612	280.863889174719	95.6304888591541
6.94922962181287	281.972123805344	95.6603105827472
10.0767224491321	282.136552713083	92.9954500358634
12.2129239650944	284.332496089824	90.4033905367538
13.6730049660316	285.407722222387	90.3371441759233
18.0323147297698	287.389534917612	90.5863471196855
27.7536064398896	288.509844640794	88.7525900715481
27.3399777424637	288.864625947919	88.5951036318317
29.8246197402827	288.821075381672	87.9921678422266
28.5561044130686	289.967317564044	86.0105334858436
28.6970183523241	290.479230504667	84.9952036792395
23.5237781923354	290.353449740992	86.83867104183
22.3518910622913	289.650934535955	90.1560883123887
20.6548748064066	289.853820002944	90.823847354701
16.5520864421708	289.899627691642	90.9517506513209
18.1814346902385	290.129892346346	90.8799293576528
17.4574768001792	287.850508146453	92.4931743369223
24.0201484165117	288.917108182313	91.687822270706
19.591378668402	288.774305780982	93.9955415923209
4.56690311425895	285.999070015417	91.8287691976357
9.15141006173704	284.757486375258	93.2932175732251
7.96460163425324	283.782293884388	97.4256145105194
13.8852953957885	286.774962851128	95.5951284449561
15.4775210285666	288.859163177398	94.203334344595
13.9439752107871	289.927359908732	92.1577249781182
19.5235089876869	291.721227428668	90.66051477
13.9001159267677	289.496887537282	93.7317806675348
13.0707242500307	290.275583965891	90.4187780705998
10.7500130946016	288.026593180477	94.2496636507495
14.4048014998725	288.481478945415	93.6477995360736
20.2763644772727	289.258989059129	93.3657439397347
20.3087606895005	289.590628286245	93.2262379561693
9.5259935809247	287.999979855163	95.3031380015101
2.97591204739778	284.464736637065	94.4760072685424
6.19495520832253	284.764698786836	93.9873587697699
11.4095856476243	286.360599817563	93.482973663367
12.9361826925184	287.322809588031	92.9759631541428
19.3409295350649	288.526710473566	91.8098643584472
16.3505010407158	288.94465099059	91.8368094014716
9.97852090036707	288.09648187595	93.9730563460589
9.57738039809256	288.807864962294	92.4008878386204
13.9673888443068	287.434247625256	95.5332712697155
13.5138333615641	289.408870658138	94.23048945569
17.6276979246341	290.756875260367	92.513916777192
16.5976959439532	292.737000894467	89.5832928003346
28.2425255869654	293.143530148647	91.9473682846166
20.322425643714	292.963209309156	92.7958651551735
11.1519511859337	291.149766048125	94.2907540388417
13.4812862234333	291.203045519663	95.0201801540446
22.1681938591681	291.476964351335	93.8114640834296
14.6976536677322	291.287055224632	94.1265556600384
10.340855852741	291.996570183048	91.6107027109604
11.2721709918441	292.813927406708	91.9382199870339
13.6457347602433	293.098893958626	92.509756423082
15.4533262445711	291.16647500035	95.1291677752368
13.9400336392037	292.597887463469	91.1161727713051
9.34575141320408	291.871600875711	93.8134242250278
9.50415166558563	292.208313423675	93.2656939157859
9.54084383721339	290.710301290504	95.2505226721576
7.70590363260949	292.943990767357	92.2121111071711
9.75379783149388	294.283081339108	93.0516557788203
15.0679757676978	293.385856682966	94.5730959041277
13.2597554935436	292.03189132633	95.7107996949154
8.37758599055359	290.529270358711	94.9972487005769
6.93698588583998	292.584535307967	89.0687592119563
13.473190879231	292.938622395731	89.341901580375
15.2815860068426	293.389955398761	90.0275840375076
18.3041126369273	294.682189741124	90.4574025079499
12.879782896732	295.2918137723	89.3355765613072
19.9433805912673	295.954689766829	88.8298436143705
17.8321876511665	295.654768435481	90.9825408699108
19.3146995131089	296.258622773859	91.7975363856895
9.29963722364639	295.23126654961	86.5735948209507
8.43963541295452	292.37693763323	86.3269246324006
10.560437754552	291.406213442948	90.526548239111
9.60494681209839	292.464704639292	89.4288125607875
9.42883465726334	292.886463548707	88.2145804374568
14.0989689033755	294.046694219572	86.699248929032
8.34174987855575	293.533058759319	86.8250401552545
11.798459349861	295.531733580545	86.5143279350589
10.0726731671224	296.881977489373	87.7456040954212
15.1599246655727	296.578071782643	90.296732279556
14.2643117024031	296.134907443278	90.735311443341
14.2803286691296	295.313067478357	92.6166259398298
11.7807728190568	295.392483161361	90.7364205301909
9.03631163752057	293.624974206059	93.3982431282315
11.8080072732861	294.573497009892	89.5911823716576
13.8560037890426	295.747491392104	86.3859139533641
13.3989067073663	296.291117255004	86.7742834317487
10.0860311622103	295.637572944352	89.7637904454705
13.7020546488409	294.702819065945	92.2867684478293
10.4833564795739	293.531708766698	93.2437032204575
17.6386392541354	293.5343278026	94.6624715618455
17.3418007746459	294.902173029137	91.7352797074031
14.5743821817725	295.068090730784	93.0111109985499
14.600471948742	294.962120249153	92.1673813414829
9.12229340659736	293.478726233414	93.7386898158866
11.4482922986388	295.017522412285	89.1973677374823
11.7019994217544	296.394909456823	85.5941247208432
12.4847249589773	296.602013405052	88.8099217932923
13.6903482146257	295.707798081724	91.4186942842797
7.46064903508353	292.183465391708	94.7888355396203
8.20702979133561	294.501693474572	91.6096618217015
11.1841550883792	295.613028196473	89.3161480617805
12.562153913548	296.250505069729	88.6157423348206
16.5543190990893	297.141565738259	89.3124912610212
19.8324972811069	297.445169420919	88.9786597235559
16.0804851060006	296.425119979617	90.2309715432134
15.4816202456795	295.66069179169	92.9487336076165
12.1707065316535	296.744303894418	90.2861618343843
19.0938785272085	298.595746932531	88.014220695549
19.9798533343029	299.203168875747	87.7249314147303
19.4547541593233	299.075522927778	88.9999845243769
13.3512166272427	298.657425304037	87.1731998516011
16.9306892713965	299.219412897601	88.5533671845736
14.5720086626446	298.845588320168	89.8585649268004
13.4233150402619	298.962184633702	89.0736087530486
19.9109126956939	298.233309681118	89.8989231037043
11.3870482282252	296.790480645033	88.9817138018492
12.7268038961068	296.966981977413	89.0410258711013
13.7093139739002	295.444241188406	90.6546939789368
12.1477576125001	295.463154607811	91.832457575209
13.6072801298896	296.446259978272	89.4885513662313
11.3692492019731	295.048126099235	90.5661254414675
9.52138290022698	293.466514499182	94.0356417555982
10.4183841917893	293.556805710074	93.2549579478005
7.35394398474823	295.006727621086	90.0219586969746
9.44161091875898	294.827199595589	89.8810644222237
13.6703438371393	295.321743822037	89.3352802905623
11.7740767673133	296.08066364799	88.8839770545035
11.4065971731403	296.866474596322	87.9020929022236
12.9489497016497	297.177932481289	88.1518041598886
14.084594796885	297.050852108161	87.8553117185421
15.8044260093427	296.6466401396	86.4141444848861
16.9024445349248	296.092526133807	88.1967782846111
12.3223033815477	295.594237000493	89.4530966177433
8.96559447083299	292.519608768477	91.9719204698055
3.9309454679511	290.651638490175	86.3691004391793
6.42455111225148	291.264362439778	88.6629157489912
15.5137507667784	292.823461551997	89.2430763698314
15.2852839207995	293.514904638869	89.9746924797015
17.7599851192643	294.527925184218	91.3138238952374
9.55435329660528	291.008165392252	95.9466972543814
5.35708467758135	289.190247621308	94.6325858451906
8.14209047007774	289.295320578121	95.1327608905842
6.39975280177793	290.009944197418	94.3923289193902
9.97118085517061	291.490358226797	92.417623159892
12.2864023630687	291.983572783025	93.1994347517578
19.0516340743896	292.018193195461	94.4432262385438
11.992516502746	291.903592116873	93.9656227733136
18.3913272441222	292.395034959312	93.4191005606819
20.6094135092643	292.707776029011	93.0605758570188
23.7866445516542	293.559403285653	92.6716986973953
27.1527425399642	294.411142096067	91.6531042387361
31.0146637552908	294.634327477578	91.7048862772751
27.8916808643471	294.34018717126	92.292185341452
18.2850083290275	293.851064433294	93.5426235194566
19.5584259117457	294.142210680452	93.0333093893343
